reason_excluded,participantId,langAbv,lang,standardized_entered_name,entered_name,colorSpace,r,g,b,trialNum,tileNum,rgbSet,background,locale,studyVersion,originalLangAbv
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,0,112,255,3,5,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,101,255,0,3,6,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,231,0,255,3,7,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,0,255,234,3,8,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,255,48,0,3,9,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,0,255,148,3,10,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,0,255,206,3,11,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,0,235,255,6,0,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,177,255,0,6,1,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,0,255,80,6,2,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,255,0,99,6,3,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,255,0,173,6,4,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,0,71,255,6,5,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,0,114,255,6,6,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,255,192,0,6,7,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,255,0,183,6,8,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,255,0,227,6,9,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,0,137,255,6,10,line,white,en,1.1.2,
participant id,10253,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",test,test,rgb,255,179,0,6,11,line,white,en,1.1.2,
excluded name,10274,de,German (Deutsch),cyan,Cyan,rgb,0,235,255,6,10,line,white,en,1.1.2,
excluded name,10301,fr,"French (français, langue française)",lime,Lime,rgb,128,255,0,1,3,line,white,en,1.1.2,
excluded name,10302,de,German (Deutsch),cyan,cyan,rgb,0,88,255,3,7,line,white,en,1.1.2,
excluded name,10363,pt,Portuguese (português),green,green,rgb,0,255,31,1,2,line,white,en,1.1.2,
participant id,10376,nb,Norwegian Bokmål (Norsk bokmål),blue,Blue,rgb,69,0,255,1,0,line,white,en,1.1.2,
participant id,10376,nb,Norwegian Bokmål (Norsk bokmål),green,Green,rgb,0,255,73,1,1,line,white,en,1.1.2,
participant id,10376,nb,Norwegian Bokmål (Norsk bokmål),orange,Orange,rgb,255,103,0,1,2,line,white,en,1.1.2,
participant id,10376,nb,Norwegian Bokmål (Norsk bokmål),blue,Blue,rgb,0,110,255,1,3,line,white,en,1.1.2,
participant id,10376,nb,Norwegian Bokmål (Norsk bokmål),yellow,Yellow,rgb,255,169,0,1,4,line,white,en,1.1.2,
participant id,10376,nb,Norwegian Bokmål (Norsk bokmål),blue,Blue,rgb,0,45,255,1,5,line,white,en,1.1.2,
participant id,10376,nb,Norwegian Bokmål (Norsk bokmål),turquoise,Turquoise,rgb,0,255,196,1,6,line,white,en,1.1.2,
participant id,10376,nb,Norwegian Bokmål (Norsk bokmål),turquoise,Turquoise,rgb,0,255,180,1,7,line,white,en,1.1.2,
participant id,10376,nb,Norwegian Bokmål (Norsk bokmål),blue,Blue,rgb,0,160,255,1,8,line,white,en,1.1.2,
participant id,10376,nb,Norwegian Bokmål (Norsk bokmål),blue,Blue,rgb,0,147,255,1,9,line,white,en,1.1.2,
participant id,10376,nb,Norwegian Bokmål (Norsk bokmål),turquoise,Turquoise,rgb,0,255,248,1,10,line,white,en,1.1.2,
participant id,10376,nb,Norwegian Bokmål (Norsk bokmål),blue,Blue,rgb,0,199,255,1,11,line,white,en,1.1.2,
excluded name,10378,fr,"French (français, langue française)",vert flash,vert flash,rgb,0,255,44,1,9,line,white,en,1.1.2,
excluded name,10457,fr,"French (français, langue française)",purple,purple,rgb,206,0,255,1,1,line,white,en,1.1.2,
excluded name,10457,fr,"French (français, langue française)",blue,blue,rgb,0,170,255,1,2,line,white,en,1.1.2,
excluded name,10457,fr,"French (français, langue française)",pink,pink,rgb,255,0,167,1,3,line,white,en,1.1.2,
excluded name,10457,fr,"French (français, langue française)",green,green,rgb,0,255,112,1,5,line,white,en,1.1.2,
excluded name,10457,fr,"French (français, langue française)",blue,blue,rgb,0,114,255,1,8,line,white,en,1.1.2,
excluded name,10457,fr,"French (français, langue française)",blue,blue,rgb,0,92,255,1,9,line,white,en,1.1.2,
excluded name,10457,fr,"French (français, langue française)",purple,purple,rgb,221,0,255,1,10,line,white,en,1.1.2,
excluded name,10457,fr,"French (français, langue française)",blue,blue,rgb,0,199,255,1,11,line,white,en,1.1.2,
forbidden characters,10554,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",chinese色,Chinese,rgb,82,190,168,1,7,full,white,en,1.1.2,
forbidden characters,10554,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",chinese色,Chinese,rgb,165,243,151,3,7,full,white,en,1.1.2,
forbidden characters,10554,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",chinese色,Chinese,rgb,65,126,227,6,2,full,white,en,1.1.2,
excluded name,10565,de,German (Deutsch),cyan,cyan,rgb,0,255,215,1,1,line,white,en,1.1.2,
excluded name,10567,de,German (Deutsch),cyan,cyan,rgb,0,255,158,1,0,line,white,en,1.1.2,
excluded name,10567,de,German (Deutsch),cyan,cyan,rgb,0,255,205,3,6,line,white,en,1.1.2,
excluded name,10567,de,German (Deutsch),cyan,cyan,rgb,0,255,236,6,5,line,white,en,1.1.2,
excluded name,10691,fr,"French (français, langue française)",green,green,rgb,0,255,46,1,0,line,white,en,1.1.2,
excluded name,10691,fr,"French (français, langue française)",blue,blue,rgb,0,188,255,1,1,line,white,en,1.1.2,
excluded name,10691,fr,"French (français, langue française)",red,red,rgb,255,0,62,1,2,line,white,en,1.1.2,
excluded name,10691,fr,"French (français, langue française)",pink,pink,rgb,255,0,152,1,4,line,white,en,1.1.2,
excluded name,10691,fr,"French (français, langue française)",red,red,rgb,255,0,18,1,5,line,white,en,1.1.2,
excluded name,10691,fr,"French (français, langue française)",blue,blue,rgb,0,95,255,1,6,line,white,en,1.1.2,
excluded name,10691,fr,"French (français, langue française)",green,green,rgb,97,255,0,1,7,line,white,en,1.1.2,
excluded name,10691,fr,"French (français, langue française)",green,green,rgb,176,255,0,1,8,line,white,en,1.1.2,
excluded name,10691,fr,"French (français, langue française)",purple,purple,rgb,172,0,255,1,10,line,white,en,1.1.2,
excluded name,10691,fr,"French (français, langue française)",blue,blue,rgb,0,224,255,1,11,line,white,en,1.1.2,
excluded name,10916,fr,"French (français, langue française)",blue,blue,rgb,0,255,252,1,0,line,white,en,1.1.2,
excluded name,10916,fr,"French (français, langue française)",blue,blue,rgb,0,231,255,1,4,line,white,en,1.1.2,
excluded name,10916,fr,"French (français, langue française)",blue,blue,rgb,0,199,255,3,1,line,white,en,1.1.2,
excluded name,10916,fr,"French (français, langue française)",blue,blue,rgb,0,158,255,3,3,line,white,en,1.1.2,
excluded name,10916,fr,"French (français, langue française)",blue,blue,rgb,0,169,255,3,9,line,white,en,1.1.2,
excluded name,10916,fr,"French (français, langue française)",blue,blue,rgb,5,0,255,6,0,line,white,en,1.1.2,
excluded name,10916,fr,"French (français, langue française)",blue,blue,rgb,0,63,255,6,2,line,white,en,1.1.2,
excluded name,10916,fr,"French (français, langue française)",blue,blue,rgb,0,212,255,6,6,line,white,en,1.1.2,
excluded name,10916,fr,"French (français, langue française)",blue,blue,rgb,0,115,255,6,8,line,white,en,1.1.2,
ignoring characters left nothing,10966,el,Greek (modern) (ελληνικά),red,Red,rgb,255,0,55,1,0,line,white,en,1.1.2,
ignoring characters left nothing,10966,el,Greek (modern) (ελληνικά),cyan,Cyan,rgb,0,255,229,1,1,line,white,en,1.1.2,
ignoring characters left nothing,10966,el,Greek (modern) (ελληνικά),orange,Orange,rgb,255,154,0,1,2,line,white,en,1.1.2,
ignoring characters left nothing,10966,el,Greek (modern) (ελληνικά),green,Green,rgb,154,255,0,1,3,line,white,en,1.1.2,
ignoring characters left nothing,10966,el,Greek (modern) (ελληνικά),red,Red,rgb,255,0,38,1,4,line,white,en,1.1.2,
ignoring characters left nothing,10966,el,Greek (modern) (ελληνικά),blue,Blue,rgb,0,111,255,1,5,line,white,en,1.1.2,
ignoring characters left nothing,10966,el,Greek (modern) (ελληνικά),yellow,Yellow,rgb,246,255,0,1,6,line,white,en,1.1.2,
ignoring characters left nothing,10966,el,Greek (modern) (ελληνικά),blue,Blue,rgb,0,160,255,1,7,line,white,en,1.1.2,
ignoring characters left nothing,10966,el,Greek (modern) (ελληνικά),purple,Purple,rgb,255,0,142,1,8,line,white,en,1.1.2,
ignoring characters left nothing,10966,el,Greek (modern) (ελληνικά),purple,Purple,rgb,255,0,222,1,9,line,white,en,1.1.2,
ignoring characters left nothing,10966,el,Greek (modern) (ελληνικά),green,Green,rgb,0,255,48,1,10,line,white,en,1.1.2,
ignoring characters left nothing,10966,el,Greek (modern) (ελληνικά),purple,Purple,rgb,255,0,186,1,11,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),lime green,Lime green,rgb,72,255,0,1,0,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),red,Red,rgb,255,0,72,1,1,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),neon green,Neon green,rgb,140,255,0,1,2,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),blue,Blue,rgb,0,136,255,1,3,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),teal,Teal,rgb,0,255,237,1,4,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),dark blue,Dark blue,rgb,61,0,255,1,5,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),fuchsia,Fuchsia,rgb,242,0,255,1,6,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),sky blue,Sky blue,rgb,0,176,255,1,7,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),orange,Orange,rgb,255,171,0,1,8,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),light blue,Light blue,rgb,0,201,255,1,9,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),aqua,Aqua,rgb,0,206,255,1,10,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),blue,Blue,rgb,0,50,255,1,11,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),verde florente,Verde Florente,rgb,0,255,70,3,0,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),azul,Azul,rgb,0,130,255,3,1,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),amarillo,Amarillo,rgb,237,255,0,3,2,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),rosado  oscuro,Rosado  oscuro,rgb,255,0,91,3,3,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),amorío oscuro,Amorío oscuro,rgb,255,239,0,3,4,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),morado,Morado,rgb,120,0,255,3,5,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),azul de mar,Azul de mar,rgb,0,243,255,3,6,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),rosado,Rosado,rgb,255,0,150,3,7,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),rojo,Rojo,rgb,255,8,0,3,8,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),verde flórense,Verde Flórense,rgb,0,255,143,3,9,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),rojo,Rojo,rgb,255,0,23,3,10,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),naranja,Naranja,rgb,255,111,0,3,11,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),amarillo,Amarillo,rgb,255,189,0,6,0,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),rosado,Rosado,rgb,255,0,122,6,1,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),fusha,Fusha,rgb,255,0,218,6,2,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),azul,Azul,rgb,0,71,255,6,3,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),verde florente,Verde Florente,rgb,201,255,0,6,4,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),naranja,Naranja,rgb,255,143,0,6,5,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),verde claro,Verde claro,rgb,0,255,179,6,6,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),morado,Morado,rgb,200,0,255,6,7,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),rosado,Rosado,rgb,255,0,180,6,8,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),verde  florente,Verde  Florente,rgb,0,255,86,6,9,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),azul,Azul,rgb,0,104,255,6,10,line,white,en,1.1.2,
participant id,11033,es,Spanish (español),aqua,Aqua,rgb,0,255,207,6,11,line,white,en,1.1.2,
excluded name,11226,es,Spanish (español),purple,Purple,rgb,120,11,252,1,0,full,white,en,1.1.2,
excluded name,11226,es,Spanish (español),green,Green,rgb,50,172,52,1,3,full,white,en,1.1.2,
excluded name,11226,es,Spanish (español),pink,Pink,rgb,229,54,206,1,7,full,white,en,1.1.2,
excluded name,11226,es,Spanish (español),light blue,Light blue,rgb,155,134,247,1,9,full,white,en,1.1.2,
ignoring characters left nothing,11279,en,English (English),?,?,rgb,210,121,123,6,11,full,white,en,1.1.3,
excluded name,11454,nl,"Dutch (Nederlands, Vlaams)",fuchsia,fuchsia,rgb,255,0,214,6,5,line,white,en,1.1.3,
ignoring characters left nothing,11633,fa,Persian (Farsi) (فارسی),pink,Pink,rgb,225,19,207,1,1,full,white,fa,1.1.3,
ignoring characters left nothing,11633,fa,Persian (Farsi) (فارسی),lavender,Lavender,rgb,108,111,255,1,2,full,white,fa,1.1.3,
ignoring characters left nothing,11633,fa,Persian (Farsi) (فارسی),green,Green,rgb,134,199,29,1,3,full,white,fa,1.1.3,
ignoring characters left nothing,11633,fa,Persian (Farsi) (فارسی),pink,Pink,rgb,221,114,205,1,4,full,white,fa,1.1.3,
ignoring characters left nothing,11633,fa,Persian (Farsi) (فارسی),blue navy,Blue navy,rgb,10,16,146,6,4,full,white,fa,1.1.3,
excluded name,11740,da,Danish (dansk),red,red,rgb,255,0,62,3,0,line,white,en,1.1.3,
excluded name,11740,da,Danish (dansk),yellow,yellow,rgb,255,221,0,3,1,line,white,en,1.1.3,
excluded name,11740,da,Danish (dansk),blue,blue,rgb,74,0,255,3,2,line,white,en,1.1.3,
excluded name,11740,da,Danish (dansk),green,green,rgb,0,255,34,3,3,line,white,en,1.1.3,
excluded name,11740,da,Danish (dansk),blue,blue,rgb,0,211,255,3,4,line,white,en,1.1.3,
excluded name,11740,da,Danish (dansk),blue,blue,rgb,0,89,255,3,5,line,white,en,1.1.3,
excluded name,11740,da,Danish (dansk),red,red,rgb,255,0,1,3,7,line,white,en,1.1.3,
excluded name,11740,da,Danish (dansk),green,green,rgb,0,255,135,3,8,line,white,en,1.1.3,
excluded name,11740,da,Danish (dansk),green,green,rgb,112,255,0,3,9,line,white,en,1.1.3,
excluded name,11740,da,Danish (dansk),green,green,rgb,0,255,184,3,10,line,white,en,1.1.3,
excluded name,11743,da,Danish (dansk),red,red,rgb,255,75,0,3,8,line,white,en,1.1.3,
excluded name,11743,da,Danish (dansk),red,red,rgb,255,0,52,6,1,line,white,en,1.1.3,
excluded name,11743,da,Danish (dansk),red,red,rgb,255,0,5,6,9,line,white,en,1.1.3,
excluded name,11744,da,Danish (dansk),hot pink,hot pink,rgb,255,0,99,3,6,line,white,en,1.1.3,
excluded name,11744,da,Danish (dansk),hot pink,hot pink,rgb,255,0,130,3,11,line,white,en,1.1.3,
excluded name,11744,da,Danish (dansk),hot pink,hot pink,rgb,255,0,170,6,4,line,white,en,1.1.3,
excluded name,11744,da,Danish (dansk),hot pink,hot pink,rgb,255,0,181,6,5,line,white,en,1.1.3,
ignoring characters left nothing,12008,fa,Persian (Farsi) (فارسی),tan,Tan,rgb,223,190,6,1,0,full,white,fa,1.1.3,
ignoring characters left nothing,12008,fa,Persian (Farsi) (فارسی),green,Green,rgb,146,252,100,1,1,full,white,fa,1.1.3,
ignoring characters left nothing,12008,fa,Persian (Farsi) (فارسی),green,Green,rgb,86,228,23,1,2,full,white,fa,1.1.3,
ignoring characters left nothing,12008,fa,Persian (Farsi) (فارسی),neon,Neon,rgb,199,230,62,1,7,full,white,fa,1.1.3,
excluded name,12098,de,German (Deutsch),cyan,Cyan,rgb,202,7,202,1,11,full,white,en,1.1.3,
excluded name,12297,sv,Swedish (svenska),magenta,Magenta,rgb,194,30,116,3,7,full,white,en,1.1.3,
excluded name,12460,ro,Romanian (limba română),blue,blue,rgb,67,0,255,1,5,line,white,en,1.1.3,
forbidden characters,13127,ko,"Korean (한국어, 조선어)",청록색(teal)색,청록색(teal),rgb,20,168,175,6,4,full,white,ko,1.1.4,
forbidden characters,13175,ko,"Korean (한국어, 조선어)","선명한 빨간색, vivid red색","선명한 빨간색, vivid red",rgb,252,65,20,6,4,full,white,ko,1.1.4,
excluded name,13545,de,German (Deutsch),cyan,Cyan,rgb,45,255,226,3,3,full,white,en,1.1.4,
excluded name,13793,de,German (Deutsch),cyan,Cyan,rgb,44,134,146,1,6,full,white,en,1.1.4,
excluded name,14370,sv,Swedish (svenska),magenta,Magenta,rgb,125,33,127,1,10,full,white,en,1.1.4,
excluded name,14370,sv,Swedish (svenska),magenta,Magenta,rgb,187,27,113,3,6,full,white,en,1.1.4,
excluded name,14374,sv,Swedish (svenska),magenta,Magenta,rgb,211,21,117,1,8,full,white,en,1.1.4,
excluded name,14683,de,German (Deutsch),cyan,Cyan,rgb,35,116,213,3,9,full,white,en,1.1.5,
ignoring characters left nothing,14820,en,English (English),?,?,rgb,154,139,139,1,2,full,white,en,1.1.5,
excluded name,0,es,Spanish (español),blue,Blue,rgb,57,0,255,1,0,line,white,en,1.1.5,
excluded name,0,es,Spanish (español),green,Green,rgb,0,255,179,1,1,line,white,en,1.1.5,
excluded name,0,es,Spanish (español),orange,Orange,rgb,255,141,0,1,2,line,white,en,1.1.5,
excluded name,0,es,Spanish (español),purple,Purple,rgb,144,0,255,1,8,line,white,en,1.1.5,
excluded name,0,es,Spanish (español),light blue,Light Blue,rgb,0,205,255,1,9,line,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",blue,Blue,rgb,17,118,241,1,0,full,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",blue,Blue,rgb,28,125,200,1,1,full,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",pink,Pink,rgb,248,138,177,1,2,full,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",pink,Pink,rgb,244,104,185,1,5,full,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",blue,Blue,rgb,36,31,229,1,9,full,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",blue,Blue,rgb,43,193,198,3,3,full,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",pink,Pink,rgb,255,164,164,3,4,full,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",blue,Blue,rgb,44,132,145,3,7,full,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",blue,Blue,rgb,47,3,149,3,10,full,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",blue,Blue,rgb,106,99,155,6,3,full,white,en,1.1.5,
excluded name,0,pl,"Polish (język polski, polszczyzna)",blue,Blue,rgb,43,95,135,6,7,full,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",orange,orange,rgb,255,115,0,1,0,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,254,255,1,1,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,0,255,78,1,2,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,0,255,161,1,3,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,199,255,1,4,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",orange,orange,rgb,255,146,0,1,5,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,118,255,0,1,6,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",orange,orange,rgb,255,181,0,1,7,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",yellow,yellow,rgb,254,255,0,1,8,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,40,255,1,9,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",pink,pink,rgb,255,0,146,1,10,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",magenta,magenta,rgb,255,0,229,1,11,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",red,red,rgb,255,77,0,3,0,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,84,0,255,3,1,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,165,255,3,2,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",yellow,yellow,rgb,200,255,0,3,3,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",purple,purple,rgb,198,0,255,3,4,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",red,red,rgb,255,0,75,3,5,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,220,255,3,6,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,0,255,131,3,7,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,255,255,3,8,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",pink,pink,rgb,255,0,205,3,9,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",red,red,rgb,255,0,103,3,10,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,81,255,3,11,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,171,255,0,6,0,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,118,255,6,1,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",purple,purple,rgb,240,0,255,6,2,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,0,255,18,6,3,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,104,255,6,4,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",red,red,rgb,255,0,5,6,5,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,148,255,6,6,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",purple,purple,rgb,138,0,255,6,7,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",yellow,yellow,rgb,255,239,0,6,9,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",pink,pink,rgb,255,0,128,6,10,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",orange,orange,rgb,255,185,0,6,11,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),yellow,yellow,rgb,233,255,0,1,0,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),green,green,rgb,210,255,0,1,1,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),red,red,rgb,255,0,65,1,2,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),blue,blue,rgb,0,30,255,1,3,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),blue sky,blue sky,rgb,0,195,255,1,4,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),purple,purple,rgb,111,0,255,1,5,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),green,green,rgb,0,255,155,1,6,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),blue,blue,rgb,0,92,255,1,7,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),green,green,rgb,173,255,0,1,8,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),pink,pink,rgb,228,0,255,1,9,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),pink,pink,rgb,255,0,139,1,10,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),purple,purple,rgb,209,0,255,1,11,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,255,227,0,1,0,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",g,g,rgb,217,255,0,1,1,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",d,d,rgb,180,0,255,1,2,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",d,d,rgb,0,255,119,1,3,line,white,en,1.1.5,
